openalex_id,display_name,shared_paper_count,seed_connection_count,connected_seed_professor_ids,institutions,country_codes,korea_affiliated,review_priority,example_work,review_status,current_affiliation,affiliation_source,scholar_affiliation,scholar_profile_url,scholar_email,scholar_cited_by,openalex_last_known_affiliation,current_country_codes,academic_affiliation_signal,pi_title_signal,bio_relevance_signal,affiliation_conflict_warning,triage_score,triage_tier,triage_reason,human_decision,web_title,web_snippet,web_url,official_domain_signal,professor_title_signal,trainee_title_signal,auto_decision,auto_confidence,auto_reason,suggested_decision
A5035032984,Jung Hyun Chang,132,16,P0319; P0327; P0361; P0371; P0384; P0386; P0409; P0427; P0428; P0429; P0445; P0446; P0449; P0591; P0597; P0768,Baewha Women's University; Bucheon University; Dongwha Pharm (South Korea); Ewha Womans University; Ewha Womans University Medical Center; Ewha Womans University Mokdong Hospital; Ewha Womans University Seoul Hospital; Graduate School USA; Hallym University Kangnam Sacred Heart Hospital; Hallym University Sacred Heart Hospital; Hanil General Hospital; Inha University; Inje University Haeundae Paik Hospital; Jeonbuk National University; Korea University; Korea University Guro Hospital; Korea University Medical Center; Lee University; Soonchunhyang University; Yonsei University,KR; US,yes,177,Diagnosis of small pulmonary lesions by transbronchial lung biopsy with radial endobronchial ultrasound and virtual bronchoscopic navigation versus CT-guided transthoracic needle biopsy: A systematic review and meta-analysis,needs_review,Seoul National University Hospital; National Health Insurance Service; Stanford University,openalex_last_known,,,,,Seoul National University Hospital; National Health Insurance Service; Stanford University,KR; US,yes,no,yes,no,90,A_review_first,strong collaboration signal + academic affiliation + bio relevance,,,,,,,,,0.82,"strong network signal, but no explicit professor title evidence",review
A5024676627,Sun Young Rha,78,15,P0007; P0028; P0029; P0040; P0058; P0104; P0250; P0253; P0378; P0453; P0503; P0550; P0603; P0729; P0762,Cancer Research Center; Korea Institute of Brain Science; Korea University Medical Center; Severance Hospital; Yonsei Cancer Hospital; Yonsei University; Yonsei University Health System,KR; US,yes,120,Fibroblast Growth Factor Receptor 1 Gene Amplification Is Associated With Poor Survival and Cigarette Smoking Dosage in Patients With Resected Squamous Cell Lung Cancer,needs_review,Yonsei University; Yonsei University Health System; Indiana University Melvin and Bren Simon Comprehensive Cancer Center; Yonsei Cancer Hospital,openalex_last_known,,,,,Yonsei University; Yonsei University Health System; Indiana University Melvin and Bren Simon Comprehensive Cancer Center; Yonsei Cancer Hospital,KR,yes,no,yes,no,85,A_review_first,strong collaboration signal + academic affiliation + bio relevance,,,,,,,,,0.82,"strong network signal, but no explicit professor title evidence",review
A5030740700,Jihee Lee Kang,61,15,P0330; P0359; P0361; P0364; P0376; P0388; P0393; P0400; P0409; P0415; P0433; P0441; P0489; P0536; P0717,"CHA University; Czech Academy of Sciences, Institute of Physiology; Ewha Womans University; Ewha Womans University Medical Center",CZ; KR,yes,103,Cancer-associated fibroblasts activated by miR-196a promote the migration and invasion of lung cancer cells,needs_review,Ewha Womans University,openalex_last_known,,,,,Ewha Womans University,KR,yes,no,yes,no,85,A_review_first,strong collaboration signal + academic affiliation + bio relevance,,,,,,,,,0.82,"strong network signal, but no explicit professor title evidence",review
A5055447223,Kwangmeyung Kim,61,15,P0007; P0050; P0077; P0104; P0105; P0192; P0195; P0208; P0228; P0481; P0562; P0700; P0720; P0729; P0801,Biomedical Research Institute; Ewha Womans University; Korea Institute of Science and Technology; Korea University; Sookmyung Women's University,KR; US,yes,103,Investigation of the Potential Immunological Effects of Boiling Histotripsy for Cancer Treatment,needs_review,Ewha Womans University; Korea Institute of Science and Technology,openalex_last_known,,,,,Ewha Womans University; Korea Institute of Science and Technology,KR,yes,no,yes,no,85,A_review_first,strong collaboration signal + academic affiliation + bio relevance,,,,,,,,,0.82,"strong network signal, but no explicit professor title evidence",review
A5041899046,Soo‐Mee Bang,121,15,P0007; P0013; P0014; P0019; P0020; P0029; P0043; P0075; P0123; P0347; P0350; P0355; P0428; P0550; P0603,Charles R. Drew University of Medicine and Science; Chungnam National University Hospital; Gachon University; Gachon University Gil Medical Center; Hallym University Medical Center; Kangbuk Samsung Hospital; National Cancer Center; Seoul National University; Seoul National University Bundang Hospital; Seoul National University Hospital; Severance Hospital; Sungkyunkwan University; Yonsei University,KR; US,yes,163,Differences in characteristics between first and breakthrough neutropenic fever after chemotherapy in patients with hematologic disease,needs_review,Seoul National University Bundang Hospital,openalex_last_known,,,,,Seoul National University Bundang Hospital,KR,yes,no,yes,no,85,A_review_first,strong collaboration signal + academic affiliation + bio relevance,,,,,,,,,0.82,"strong network signal, but no explicit professor title evidence",review
A5100360915,Sang‐Won Lee,104,15,P0108; P0173; P0189; P0194; P0205; P0236; P0241; P0254; P0255; P0257; P0263; P0268; P0292; P0538; P0762,"Chungbuk National University; Konkuk University; Konkuk University Medical Center; Korea Disease Control and Prevention Agency; Korea Racing Authority; Kyung Hee University; University of British Columbia; University of California, Davis",CA; KR; US,yes,146,Immunogenicity and protective efficacy of a multi-antigenic adenovirus-based vaccine candidate against Mycobacterium tuberculosis,needs_review,Soonchunhyang University,openalex_last_known,,,,,Soonchunhyang University,KR,yes,no,yes,yes,82,A_review_first,strong collaboration signal + academic affiliation + bio relevance,,,,,,,,,0.5,manual review needed,review
A5006050449,Ki Won Lee,94,14,P0002; P0034; P0050; P0060; P0182; P0231; P0233; P0245; P0277; P0461; P0684; P0692; P0806; P0818,Advanced Institute of Convergence Technology; Biocon (Switzerland); Cornell University; Hormel (United States); Institute on Aging; Keimyung University; Konkuk University; Konkuk University Medical Center; Korea Environmental Industry and Technology Institute; Korea Research Institute of Bioscience and Biotechnology; Kyung Hee University; National Cancer Institute; National University College; Research Institute for Bioscience and Biotechnology; Research Institute for Veterinary Science; Seoul National University; Seoul National University of Science and Technology; University of Minnesota; University of Ottawa,CA; CH; KR; NP; PR; US,yes,133,Cocoa Polyphenols Inhibit Phorbol Ester-Induced Superoxide Anion Formation in Cultured HL-60 Cells and Expression of Cyclooxygenase-2 and Activation of NF-κB and MAPKs in Mouse Skin In Vivo,needs_review,Seoul National University of Science and Technology; Seoul National University; Korea University; Advanced Institute of Convergence Technology,openalex_last_known,,,,,Seoul National University of Science and Technology; Seoul National University; Korea University; Advanced Institute of Convergence Technology,KR,yes,no,yes,no,80,A_review_first,strong collaboration signal + academic affiliation + bio relevance,,,,,,,,,0.82,"strong network signal, but no explicit professor title evidence",review
A5025901845,Taeghwan Hyeon,85,14,P0007; P0022; P0026; P0063; P0083; P0114; P0246; P0253; P0337; P0530; P0574; P0589; P0657; P0750,Catholic University of Korea; Creative Research; Institute for Basic Science; Institute of Engineering Research; Konkuk University; Korea Advanced Institute of Science and Technology; Korea Research Institute of Standards and Science; Korea University; Korea University Ansan Hospital; National University; Pohang University of Science and Technology; Samsung (South Korea); Seoul National University; Seoul National University Hospital; State Research Institute of Mechanical Engineering; Sungkyunkwan University; The Seoul Institute; Ulsan National Institute of Science and Technology; World University of Bangladesh; Yonsei University Health System,BD; GB; JP; KR; RU; SD,yes,124,Mesoporous Silica-Coated Hollow Manganese Oxide Nanoparticles as Positive T 1 Contrast Agents for Labeling and MRI Tracking of Adipose-Derived Mesenchymal Stem Cells,needs_review,Seoul National University; National University; Institute for Basic Science,openalex_last_known,,,,,Seoul National University; National University; Institute for Basic Science,KR; SD,yes,no,yes,no,80,A_review_first,strong collaboration signal + academic affiliation + bio relevance,,,,,,,,,0.82,"strong network signal, but no explicit professor title evidence",review
A5052102685,Hyung‐Min Chung,83,14,P0007; P0030; P0056; P0064; P0100; P0157; P0211; P0228; P0333; P0480; P0481; P0482; P0666; P0699,Asan Medical Center; CHA University; CHA University Gangnam Medical Center; Catholic University of Korea; Cell Biotech (South Korea); Hanyang University; Konkuk University; Konkuk University Medical Center; Kyungpook National University; Massachusetts Institute of Technology; New Generation University College; Stem Cell Institute; The Catholic University of Korea Seoul St. Mary's Hospital; Ulsan College; Ulsan University Hospital; University of Ulsan,ET; KR; PA; US,yes,122,Inhibition of pluripotent stem cell-derived teratoma formation by small molecules,needs_review,Konkuk University; Konkuk University Medical Center,openalex_last_known,,,,,Konkuk University; Konkuk University Medical Center,KR,yes,no,yes,no,80,A_review_first,strong collaboration signal + academic affiliation + bio relevance,,,,,,,,,0.82,"strong network signal, but no explicit professor title evidence",review
A5030107272,Keunchil Park,82,14,P0007; P0028; P0040; P0057; P0079; P0134; P0135; P0156; P0163; P0350; P0484; P0603; P0622; P0762,Aarhus University; Aarhus University Hospital; Dankook University; Dankook University Hospital; Korea Institute of Science & Technology Information; Korea University; Samsung (South Korea); Samsung Medical Center; Sangmyung University; Sungkyunkwan University,DK; KR,yes,121,Single-cell RNA sequencing demonstrates the molecular and cellular reprogramming of metastatic lung adenocarcinoma,needs_review,The University of Texas MD Anderson Cancer Center; Samsung Medical Center; Sungkyunkwan University,openalex_last_known,,,,,The University of Texas MD Anderson Cancer Center; Samsung Medical Center; Sungkyunkwan University,KR; US,yes,no,yes,no,80,A_review_first,strong collaboration signal + academic affiliation + bio relevance,,,,,,,,,0.82,"strong network signal, but no explicit professor title evidence",review
A5018929039,Do‐Hyun Nam,80,14,P0007; P0025; P0028; P0031; P0078; P0205; P0213; P0250; P0361; P0389; P0443; P0484; P0589; P0602,Korea University; Samsung (South Korea); Samsung Electronics (South Korea); Samsung Medical Center; Seoul National University; Sungkyunkwan University,KR,yes,119,Pharmacogenomic landscape of patient-derived tumor cells informs precision oncology therapy,needs_review,Samsung Medical Center; Sungkyunkwan University,openalex_last_known,,,,,Samsung Medical Center; Sungkyunkwan University,KR,yes,no,yes,no,80,A_review_first,strong collaboration signal + academic affiliation + bio relevance,,,,,,,,,0.82,"strong network signal, but no explicit professor title evidence",review
A5050684671,Yung‐Jue Bang,77,14,P0029; P0057; P0079; P0253; P0326; P0350; P0442; P0453; P0498; P0526; P0594; P0642; P0729; P0806,AstraZeneca (United Kingdom); Cancer Research Institute; National University College; New Generation University College; Seoul National University; Seoul National University Bundang Hospital; Seoul National University Cancer Hospital; Seoul National University Hospital,ET; GB; KR; PR; US,yes,116,Establishment and characterization of seven human breast cancer cell lines including two triple-negative cell lines,needs_review,Seoul National University,openalex_last_known,,,,,Seoul National University,KR,yes,no,yes,no,80,A_review_first,strong collaboration signal + academic affiliation + bio relevance,,,,,,,,,0.82,"strong network signal, but no explicit professor title evidence",review
